mid,u
POMS_VPRO_1675055,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/13/2346-programma-item-0.mp4 2015-08-13 08:29:23.226+00
WO_VPRO_503766,http://radiobox2.omroep.nl/videofragment/file/8805/fragment.mp4 2014-03-13 06:41:14.447+00
POMS_VPRO_1810635,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/29/2498-programma-item-0.mp4 2015-08-29 07:53:40.454+00
WO_VPRO_11331324,npo://internetvod.omroep.nl/WO_VPRO_11331324 2019-01-07 10:29:34.453+00
RBX_VPRO_3098847,http://radiobox2.omroep.nl/videofragment/file/17568/fragment.mp4 2016-01-20 13:45:33.492+00
POMS_VPRO_3933554,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/05/20/5786-programma-item-0.mp4 2016-05-20 08:03:30.598+00
PREPR_VPRO_16319792,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/3/nporadio1-20201203-001304-001ken.mp3 2020-12-03 01:14:01.627+00
WO_AVRO_567204,http://adaptive.npostreaming.nl/u/npo/promo/2P2206MO_VERHAALA/2P2206MO_VERHAALA.ism 2014-06-19 15:08:29.49+00
POMS_VPRO_1230436,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/04/2061-programma-item-0.mp4 2015-07-04 08:23:52.974+00
RBX_VPRO_657750,http://radiobox2.omroep.nl/videofragment/file/11017/fragment.mp4 2018-02-13 09:58:45.461+00
WO_VPRO_507323,http://radiobox2.omroep.nl/videofragment/file/8920/fragment.mp4 2014-03-21 08:06:18.558+00
PREPR_VPRO_16325570,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/9/nporadio1-20201209-001304-001ljz.mp3 2020-12-09 01:13:53.418+00
WO_VPRO_518454,http://radiobox2.omroep.nl/videofragment/file/9203/fragment.mp4 2014-04-18 23:37:12.439+00
RBX_VPRO_552320,http://radiobox2.omroep.nl/videofragment/file/9924/fragment.mp4 2018-02-15 15:57:14.506+00
WO_VPRO_818298,npo://internetvod.omroep.nl/WO_VPRO_818298 2017-11-02 02:20:54.709+00
WO_VPRO_537636,http://radiobox2.omroep.nl/videofragment/file/9659/fragment.mp4 2018-02-15 15:57:08.898+00
WO_VPRO_807821,npo://internetvod.omroep.nl/WO_VPRO_807821 2017-11-02 04:23:30.269+00
POMS_VPRO_2412734,npo://internetvod.omroep.nl/POMS_VPRO_2412734 2017-11-01 18:23:18.666+00
POMS_VPRO_1098999,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/20/1963-programma-item-0.mp4 2015-06-20 09:51:50.971+00
POMS_VPRO_1460083,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/23/2176-programma-item-0.mp4 2015-07-23 08:08:51.511+00
POMS_VPRO_908202,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/02/1735-programma-item-0.mp4 2015-06-02 08:47:20.838+00
POMS_VPRO_3135409,http://download.omroep.nl/portal/radiomanager/rm3-radio1/audiofragments/34/33842-Boudewijn_Koole_waagde_zich_aan_Nooit_meer_slapen.mp3 2016-01-26 07:48:03.621+00
POMS_VPRO_2056258,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/23/2712-programma-item-0.mp4 2015-09-23 08:40:47.816+00
RBX_VPRO_723556,http://radiobox2.omroep.nl/audiofragment/file/167054/fragment.mp3 2014-12-04 09:21:57.188+00
WO_VPRO_520587,http://radiobox2.omroep.nl/videofragment/file/9314/fragment.mp4 2014-04-29 06:28:12.078+00
POMS_VPRO_3355883,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/25/4624-programma-item-0.mp4 2016-02-25 09:53:25.109+00
RBX_VPRO_2448471,http://radiobox2.omroep.nl/videofragment/file/15834/fragment.mp4 2015-11-03 11:05:24.13+00
WO_VPRO_520212,http://radiobox2.omroep.nl/videofragment/file/9273/fragment.mp4 2014-04-25 07:17:11.096+00
RBX_VPRO_585224,http://radiobox2.omroep.nl/videofragment/file/10217/fragment.mp4 2018-02-13 10:06:03.895+00
RBX_VPRO_788041,http://radiobox2.omroep.nl/videofragment/file/12564/fragment.mp4 2018-02-13 11:54:13.154+00
POMS_VPRO_451382,http://radiobox2.omroep.nl/broadcaststream/file/402818.mp3 2014-01-14 13:46:25.288+00
POMS_VPRO_1382542,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/16/2126-programma-item-0.mp4 2015-07-16 08:37:34.803+00
POMS_VPRO_2637943,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/11/26/3567-programma-item-1.mp4 2015-11-26 10:17:54.623+00
POMS_VPRO_1460082,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/22/2168-programma-item-0.mp4 2015-07-22 08:59:24.198+00
POMS_VPRO_1796925,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/26/2455-programma-item-0.mp4 2015-08-26 08:30:01.401+00
POMS_VPRO_2325000,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/20/3032-programma-item-0.mp4 2015-10-20 08:27:36.099+00
WO_VPRO_519220,http://radiobox2.omroep.nl/videofragment/file/9243/fragment.mp4 2014-04-23 05:50:17.076+00
WO_VPRO_514181,http://radiobox2.omroep.nl/videofragment/file/9099/fragment.mp4 2014-04-10 05:18:13.867+00
POMS_VPRO_908205,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/03/1773-programma-item-0.mp4 2015-06-03 08:29:54.036+00
POMS_VPRO_1448372,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/21/2159-programma-item-0.mp4 2015-07-21 08:26:44.255+00
WO_VPRO_12962869,npo://internetvod.omroep.nl/WO_VPRO_12962869 2019-01-07 10:30:03.755+00
WO_VPRO_462926,http://radiobox2.omroep.nl/audiofragment/file/128137/fragment.mp3 2014-01-07 16:06:10.028+00
WO_VPRO_529713,http://radiobox2.omroep.nl/videofragment/file/9600/fragment.mp4 2018-02-15 14:13:03.593+00
RBX_VPRO_13007614,https://radiobox2.omroep.nl/audiofragment/file/312809/fragment.mp3 2018-04-14 07:27:32.258+00
WO_VPRO_508904,http://radiobox2.omroep.nl/videofragment/file/8941/fragment.mp4 2014-03-26 07:24:25.458+00
POMS_VPRO_989604,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/09/1850-programma-item-0.mp4 2015-06-09 08:28:08.254+00
WO_VPRO_528017,http://radiobox2.omroep.nl/videofragment/file/9542/fragment.mp4 2018-02-15 14:47:16.682+00
WO_VPRO_512031,http://radiobox2.omroep.nl/videofragment/file/9029/fragment.mp4 2014-04-03 06:34:13.117+00
RBX_VPRO_632069,http://radiobox2.omroep.nl/videofragment/file/10823/fragment.mp4 2018-02-13 10:09:15.145+00
RBX_VPRO_807883,http://radiobox2.omroep.nl/videofragment/file/12843/fragment.mp4 2018-02-13 11:59:00.619+00
WO_VPRO_11331320,npo://internetvod.omroep.nl/WO_VPRO_11331320 2019-01-07 10:29:34.291+00
PREPR_VPRO_16281498,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/10/27/nporadio1-20201027-001307-001dmc.mp3 2020-10-27 01:13:51.512+00
POMS_VPRO_3745432,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/04/19/5328-programma-item-0.mp4 2016-04-19 08:02:01.788+00
POMS_VPRO_1927318,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/09/2584-programma-item-0.mp4 2015-09-09 08:22:01.035+00
POMS_VPRO_1939098,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/10/2598-programma-item-0.mp4 2015-09-10 05:36:30.497+00
POMS_VPRO_1562916,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/04/2270-programma-item-0.mp4 2015-08-04 08:33:53.967+00
RBX_VPRO_4217113,http://radiobox2.omroep.nl/videofragment/file/20754/fragment.mp4 2016-06-17 06:14:07.584+00
RBX_VPRO_543231,http://radiobox2.omroep.nl/videofragment/file/9717/fragment.mp4 2018-02-15 15:57:11.898+00
POMS_VPRO_2126987,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/02/2827-programma-item-0.mp4 2015-10-02 10:29:37.091+00
WO_VPRO_523083,http://radiobox2.omroep.nl/videofragment/file/9391/fragment.mp4 2014-05-06 05:54:17.038+00
POMS_VPRO_852549,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/07/1496-programma-item-0.mp4 2015-05-07 11:50:22.818+00
POMS_VPRO_1009552,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/10/1869-programma-item-0.mp4 2015-06-10 09:00:39.498+00
WO_VPRO_517186,http://radiobox2.omroep.nl/videofragment/file/9176/fragment.mp4 2014-04-17 06:21:14.778+00
POMS_VPRO_3355880,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/24/4607-programma-item-0.mp4 2016-02-24 09:09:49.499+00
POMS_VPRO_852548,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/07/1495-programma-item-0.mp4 2015-05-07 11:38:18.688+00
WO_VPRO_565672,npo://internetvod.omroep.nl/WO_VPRO_565672 2017-11-01 22:34:31.352+00
PREPR_VPRO_16335171,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/19/nporadio1-20201219-001303-001ndy.mp3 2020-12-19 01:14:06.983+00
POMS_VPRO_1318099,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/11/2103-programma-item-0.mp4 2015-07-11 09:55:25.384+00
WO_VPRO_505382,http://radiobox2.omroep.nl/videofragment/file/8868/fragment.mp4 2014-03-18 06:55:26.617+00
POMS_VPRO_1300054,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/07/2075-programma-item-0.mp4 2015-07-07 08:16:21.79+00
POMS_VPRO_3745440,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/04/23/5415-programma-item-0.mp4 2016-04-23 06:45:37.938+00
WO_VPRO_1637320,npo://internetvod.omroep.nl/WO_VPRO_1637320 2017-11-02 02:11:26.034+00
POMS_VPRO_1382553,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/18/2147-programma-item-0.mp4 2015-07-18 08:29:51.384+00
RBX_VPRO_13000940,https://radiobox2.omroep.nl/audiofragment/file/311244/fragment.mp3 2018-03-31 08:25:35.374+00
WO_VPRO_512318,http://radiobox2.omroep.nl/videofragment/file/9046/fragment.mp4 2014-04-04 05:47:45.856+00
POMS_VPRO_3462340,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/12/4846-programma-item-0.mp4 2016-03-12 08:15:58.831+00
WO_VPRO_11094514,npo://internetvod.omroep.nl/WO_VPRO_11094514 2019-01-07 10:29:23.652+00
RBX_VPRO_549054,http://radiobox2.omroep.nl/videofragment/file/9837/fragment.mp4 2018-02-15 13:04:35.112+00
POMS_VPRO_908216,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/04/1809-programma-item-0.mp4 2015-06-04 08:41:13.629+00
WO_VPRO_525125,http://radiobox2.omroep.nl/videofragment/file/9440/fragment.mp4 2014-05-08 09:32:13.882+00
POMS_VPRO_1163496,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/25/1995-programma-item-0.mp4 2015-06-25 08:44:49.815+00
POMS_VPRO_857090,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/12/1540-programma-item-0.mp4 2015-05-12 08:55:14.994+00
RBX_VPRO_549821,http://radiobox2.omroep.nl/videofragment/file/9870/fragment.mp4 2018-02-15 13:04:31.503+00
RBX_VPRO_13000939,https://radiobox2.omroep.nl/audiofragment/file/311243/fragment.mp3 2018-03-31 08:19:31.79+00
POMS_VPRO_1009559,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/11/1875-programma-item-0.mp4 2015-06-11 08:59:09.566+00
POMS_VPRO_1163499,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/26/2005-programma-item-0.mp4 2015-06-26 12:22:06.012+00
POMS_VPRO_1318100,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/11/2103-programma-item-0.mp4 2015-07-11 09:55:36.808+00
POMS_VPRO_958388,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/06/1837-programma-item-0.mp4 2015-06-06 09:38:54.926+00
POMS_VPRO_1318091,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/09/2091-programma-item-0.mp4 2015-07-09 08:23:51.568+00
RBX_VPRO_2064620,http://radiobox2.omroep.nl/audiofragment/file/199839/fragment.mp3 2015-09-22 08:29:04.064+00
RBX_VPRO_557310,http://radiobox2.omroep.nl/videofragment/file/9942/fragment.mp4 2018-02-13 09:59:51.432+00
POMS_VPRO_1141509,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/24/1989-programma-item-0.mp4 2015-06-24 08:54:39.558+00
RBX_VPRO_3002122,http://radiobox2.omroep.nl/videofragment/file/17312/fragment.mp4 2016-01-08 11:39:27.009+00
PREPR_VPRO_16324332,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/8/nporadio1-20201208-001304-001ldc.mp3 2020-12-08 01:14:03.577+00
POMS_VPRO_1099000,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/20/1963-programma-item-0.mp4 2015-06-20 09:52:23.533+00
POMS_VPRO_1318092,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/09/2092-programma-item-0.mp4 2015-07-09 08:28:55.535+00
WO_VPRO_12980509,npo://internetvod.omroep.nl/WO_VPRO_12980509 2019-01-07 10:30:04.396+00
POMS_VPRO_864288,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/19/1599-programma-item-0.mp4 2015-05-19 08:19:55.367+00
POMS_VPRO_1382541,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/16/2125-programma-item-0.mp4 2015-07-16 08:34:04.106+00
POMS_VPRO_3462336,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/09/4790-programma-item-0.mp4 2016-03-09 09:11:40.585+00
PREPR_VPRO_16333382,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/17/nporadio1-20201217-001305-001n1c.mp3 2020-12-17 01:14:08.703+00
POMS_VPRO_1009565,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/13/1896-programma-item-0.mp4 2015-06-13 09:43:10.943+00
WO_VPRO_509685,http://radiobox2.omroep.nl/videofragment/file/8947/fragment.mp4 2014-03-27 07:20:37.879+00
POMS_VPRO_2699623,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/12/02/3654-programma-item-0.mp4 2015-12-02 10:12:12.672+00
WO_VPRO_526548,http://radiobox2.omroep.nl/videofragment/file/9498/fragment.mp4 2014-05-13 08:42:30.313+00
POMS_VPRO_1096526,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/18/1939-programma-item-0.mp4 2015-06-18 08:41:46.774+00
WO_VPRO_504352,http://radiobox2.omroep.nl/videofragment/file/8818/fragment.mp4 2014-03-14 09:04:38.651+00
POMS_VPRO_2864456,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/12/22/3907-programma-item-0.mp4 2015-12-22 07:53:11.907+00
AT_2016376,npo://internetvod.omroep.nl/AT_2016376 2017-04-25 10:02:47.364+00
RBX_VPRO_571279,http://radiobox2.omroep.nl/videofragment/file/10064/fragment.mp4 2018-02-13 09:58:05.125+00
POMS_VPRO_3462339,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/11/4825-programma-item-0.mp4 2016-03-11 09:05:36.242+00
POMS_VPRO_3424246,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/03/4713-programma-item-0.mp4 2016-03-03 09:08:23.122+00
POMS_VPRO_870934,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/30/1720-programma-item-0.mp4 2015-05-30 06:41:37.802+00
POMS_VPRO_1730525,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/18/2383-programma-item-0.mp4 2015-08-18 08:44:19.102+00
WO_VPRO_11125790,npo://internetvod.omroep.nl/WO_VPRO_11125790 2019-01-07 10:29:25.859+00
POMS_VPRO_449106,http://radiobox2.omroep.nl/broadcaststream/file/402485.mp3 2018-02-15 13:00:21.532+00
RBX_VPRO_854347,http://radiobox2.omroep.nl/videofragment/file/13468/fragment.mp4 2015-05-06 13:54:28.648+00
POMS_VPRO_862910,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/16/1578-programma-item-0.mp4 2015-05-16 07:58:59.685+00
WO_VPRO_522306,http://radiobox2.omroep.nl/videofragment/file/9366/fragment.mp4 2014-05-02 07:37:37.025+00
WO_VPRO_12546039,npo://internetvod.omroep.nl/WO_VPRO_12546039 2019-01-07 10:30:01.051+00
POMS_VPRO_12720092,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2018/01/31/19868-programma-item-0.mp4 2018-01-31 10:24:19.281+00
POMS_VPRO_1163500,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/26/2006-programma-item-0.mp4 2015-06-26 12:28:46.61+00
WO_VPRO_10490682,npo://internetvod.omroep.nl/WO_VPRO_10490682 2019-01-07 10:29:16.89+00
POMS_VPRO_1141505,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/23/1971-programma-item-0.mp4 2015-06-23 08:16:09.606+00
POMS_VPRO_1009551,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/10/1868-programma-item-0.mp4 2015-06-10 08:49:30.926+00
WO_VPRO_513550,http://radiobox2.omroep.nl/videofragment/file/9068/fragment.mp4 2014-04-08 06:11:14.885+00
RBX_VPRO_723555,http://radiobox2.omroep.nl/audiofragment/file/167052/fragment.mp3 2014-12-04 09:21:35.048+00
RBX_VPRO_577851,http://radiobox2.omroep.nl/broadcaststream/file/419323.mp3 2018-02-13 10:03:33.633+00
POMS_VPRO_3432158,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/04/4730-programma-item-0.mp4 2016-03-04 09:09:23.249+00
RBX_VPRO_591420,http://radiobox2.omroep.nl/videofragment/file/10277/fragment.mp4 2018-02-13 10:05:28.932+00
POMS_VPRO_1675056,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/14/2359-programma-item-0.mp4 2015-08-14 08:18:59.436+00
RBX_VPRO_758857,http://radiobox2.omroep.nl/videofragment/file/12173/fragment.mp4 2018-02-13 11:55:51.677+00
RBX_VPRO_13000936,https://radiobox2.omroep.nl/audiofragment/file/311241/fragment.mp3 2018-03-31 08:11:23.36+00
POMS_VPRO_2126981,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/30/2793-programma-item-0.mp4 2015-09-30 08:41:43.439+00
RBX_VPRO_572495,http://radiobox2.omroep.nl/videofragment/file/10076/fragment.mp4 2018-02-13 09:57:48.752+00
WO_VPRO_11331325,npo://internetvod.omroep.nl/WO_VPRO_11331325 2019-01-07 10:29:34.621+00
RBX_VPRO_564870,http://radiobox2.omroep.nl/videofragment/file/9967/fragment.mp4 2018-02-13 09:57:15.567+00
POMS_VPRO_1939107,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/11/2610-programma-item-0.mp4 2015-09-11 09:55:05.124+00
POMS_VPRO_448528,http://radiobox2.omroep.nl/broadcaststream/file/402425.mp3 2018-02-15 13:00:34.052+00
POMS_VPRO_860982,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/15/1566-programma-item-0.mp4 2015-05-15 04:04:27.592+00
RBX_VPRO_782459,http://radiobox2.omroep.nl/videofragment/file/12487/fragment.mp4 2018-02-13 11:54:54.071+00
POMS_VPRO_1009553,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/10/1869-programma-item-0.mp4 2015-06-10 09:00:49.402+00
RBX_VPRO_722000,http://radiobox2.omroep.nl/audiofragment/file/166930/fragment.mp3 2014-12-03 09:19:24.499+00
PREPR_VPRO_16288443,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/11/3/nporadio1-20201103-001308-001ewg.mp3 2020-11-03 01:14:12.925+00
RBX_VPRO_805607,http://radiobox2.omroep.nl/videofragment/file/12814/fragment.mp4 2018-02-13 11:57:30.889+00
POMS_VPRO_895166,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/30/1722-programma-item-1.mp4 2015-05-30 06:46:15.81+00
RBX_VPRO_748249,http://radiobox2.omroep.nl/videofragment/file/11908/fragment.mp4 2018-02-13 11:56:51.752+00
POMS_VPRO_2637936,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/11/25/3550-programma-item-0.mp4 2015-11-25 09:34:09.538+00
POMS_VPRO_1163492,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/24/1990-programma-item-0.mp4 2015-06-24 09:09:57.526+00
POMS_VPRO_2221984,npo://internetvod.omroep.nl/POMS_VPRO_2221984 2017-10-27 12:16:17.69+00
PREPR_VPRO_16320857,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/12/4/nporadio1-20201204-001304-001kmb.mp3 2020-12-04 01:13:34.021+00
POMS_VPRO_1318093,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/09/2092-programma-item-0.mp4 2015-07-09 08:29:00.92+00
RBX_VPRO_546709,http://radiobox2.omroep.nl/videofragment/file/9800/fragment.mp4 2018-02-15 15:57:17.544+00
RBX_VPRO_688309,http://radiobox2.omroep.nl/videofragment/file/11326/fragment.mp4 2018-02-13 11:53:21.757+00
RBX_VPRO_681190,http://radiobox2.omroep.nl/videofragment/file/11207/fragment.mp4 2018-02-13 10:01:56.648+00
POMS_VPRO_1230432,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/03/2057-programma-item-0.mp4 2015-07-03 12:05:38.33+00
POMS_VPRO_870918,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/27/1688-programma-item-0.mp4 2015-05-27 05:54:36.673+00
POMS_VPRO_1141506,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/23/1973-programma-item-1.mp4 2015-06-23 08:20:13.602+00
WO_VPRO_527490,http://radiobox2.omroep.nl/videofragment/file/9522/fragment.mp4 2014-05-14 23:48:17.252+00
WO_VPRO_523078,http://radiobox2.omroep.nl/videofragment/file/9379/fragment.mp4 2014-05-03 04:28:18.449+00
POMS_VPRO_3462337,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/10/4809-programma-item-0.mp4 2016-03-10 09:20:37.149+00
POMS_VPRO_857096,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/13/1552-programma-item-0.mp4 2015-05-13 10:26:55.577+00
POMS_VPRO_908215,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/04/1809-programma-item-0.mp4 2015-06-04 08:41:03.486+00
POMS_VPRO_1098998,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/20/1962-programma-item-0.mp4 2015-06-20 09:48:48.392+00
RBX_VPRO_854348,http://radiobox2.omroep.nl/videofragment/file/13469/fragment.mp4 2015-05-06 13:54:34.931+00
POMS_VPRO_1810633,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/28/2481-programma-item-0.mp4 2015-08-28 08:42:19.378+00
POMS_VPRO_1318090,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/08/2084-programma-item-1.mp4 2015-07-08 09:30:37.749+00
POMS_VPRO_2637946,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/11/28/3606-programma-item-0.mp4 2015-11-28 10:40:26.6+00
POMS_VPRO_857091,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/12/1541-programma-item-0.mp4 2015-05-12 08:59:53.787+00
WO_VPRO_12999486,npo://internetvod.omroep.nl/WO_VPRO_12999486 2019-01-07 10:30:06.847+00
POMS_VPRO_1209991,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/30/2021-programma-item-0.mp4 2015-06-30 08:34:48.252+00
WO_VPRO_514186,http://radiobox2.omroep.nl/videofragment/file/9123/fragment.mp4 2014-04-11 04:43:12.482+00
POMS_VPRO_908203,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/03/1772-programma-item-0.mp4 2015-06-03 08:26:00.924+00
POMS_VPRO_857095,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/13/1552-programma-item-0.mp4 2015-05-13 10:26:46.74+00
POMS_VPRO_2259591,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/14/2976-programma-item-0.mp4 2015-10-14 09:13:45.247+00
WO_VPRO_12984011,npo://internetvod.omroep.nl/WO_VPRO_12984011 2019-01-07 10:30:05.205+00
PREPR_VPRO_16284599,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/10/30/nporadio1-20201030-001309-001e69.mp3 2020-10-30 01:14:13.529+00
POMS_VPRO_1230434,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/04/2060-programma-item-0.mp4 2015-07-04 08:20:21.915+00
WO_VPRO_567880,npo://internetvod.omroep.nl/WO_VPRO_567880 2017-10-27 15:33:31.9+00
POMS_VPRO_2384943,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/27/3128-programma-item-0.mp4 2015-10-27 09:42:05.662+00
POMS_VPRO_1163501,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/26/2006-programma-item-0.mp4 2015-06-26 12:33:48.187+00
RBX_VPRO_676954,http://radiobox2.omroep.nl/broadcaststream/file/448497.mp3 2015-10-13 00:34:06.15+00
RBX_VPRO_854350,http://radiobox2.omroep.nl/videofragment/file/13471/fragment.mp4 2015-05-06 13:54:46.61+00
POMS_VPRO_1318098,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/11/2102-programma-item-0.mp4 2015-07-11 09:38:52.38+00
POMS_VPRO_1209992,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/30/2021-programma-item-0.mp4 2015-06-30 08:34:53.55+00
RBX_VPRO_577901,http://radiobox2.omroep.nl/videofragment/file/10147/fragment.mp4 2018-02-13 10:06:45.958+00
POMS_VPRO_11168265,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2017/10/10/17321-maxim-februari-en-de-relatie-tussen-mens-en-technologie.mp4 2017-10-10 10:13:27.539+00
POMS_VPRO_862911,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/16/1578-programma-item-0.mp4 2015-05-16 07:59:10.453+00
POMS_VPRO_855918,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/09/1509-programma-item-0.mp4 2015-05-09 11:14:02.831+00
POMS_VPRO_3295977,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/17/4540-programma-item-0.mp4 2016-02-17 09:16:03.469+00
RBX_VPRO_638204,http://radiobox2.omroep.nl/audiofragment/file/159656/fragment.mp3 2014-10-02 08:34:42.403+00
POMS_VPRO_1666170,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/11/2323-programma-item-0.mp4 2015-08-11 08:16:30.768+00
POMS_VPRO_1675053,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/12/2335-programma-item-0.mp4 2015-08-12 08:21:13.185+00
POMS_VPRO_11451580,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2017/11/01/17840-programma-item-0.mp4 2017-11-01 09:17:14.903+00
POMS_VPRO_1730528,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/19/2397-programma-item-0.mp4 2015-08-19 09:53:34.54+00
